State,Issuer ID,URL Submitted,Tech POC Email
IN,17575,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
IN,28856,https://cms.deltadental.com/index.json,support@deltadental.com
IN,33086,https://portal.insuringsmiles.com/machinereadablefiles/cms/cms-data-index.json,ashton.macaulay@promedica.org
IN,35065,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
IN,43433,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
IN,54192,https://caresource.com/vendor/cms/cms-data-index.json,CMSJSONPlanContacts@caresource.com
IN,59560,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
IN,72850,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
IN,83557,https://json.bestlife.com/cms/cms-data-index.json,blcomble@bestlife.com
IN,87417,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
IN,94419,https://www.cigna.com/sites/json/cms-data-index.json,IFPProviderJSONFileSupport@Cigna.com
IN,99791,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
KS,11339,https://www.dentegra.com/hcx/cms-data-index.json,Jwatson@dentegra.com
KS,18558,https://www.bcbsks.com/qhp-data/index.BCBSKS.json,emmett.hull@bcbsks.com
KS,25268,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
KS,34368,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
KS,39520,https://esbgatewaypub.medica.com/rest/QHP/KS/39520/cms-data-index.json,medicaqhpcertification@medica.com
KS,43490,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
KS,61779,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
KS,63790,https://json.bestlife.com/cms/cms-data-index.json,blcomble@bestlife.com
KS,94248,https://www.bluekc.com/cms-data/index.json,_ACA_JSON_Provider_Data_Errors@bluekc.com
KS,94968,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
KS,95038,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
LA,11904,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
LA,18802,https://cms.deltadental.com/index.json, bperry@deltadental.com
LA,19636,https://www.lablue.com/acadirectory/19636/19636Index.json,ACAJson@lablue.com
LA,28419,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com 
LA,38246,https://www.amerihealthcaritasnext.com/cms-data-index.json,PlanSupport@AmeriHealthCaritasNext.com
LA,44965,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
LA,69842,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
LA,78461,https://json.bestlife.com/cms/cms-data-index.json,blcomble@bestlife.com
LA,87390,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
LA,90787,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
LA,97176,https://www.lablue.com/acadirectory/97176/97176Index.json,ACAJson@lablue.com
LA,98780,https://chppayment.christushealth.org/workfiles/json/index.json,is_healthplan_support@christushealth.org
MI,15560,https://www.bcbsm.com/amslibs/content/dam/public/marketplace/individual/json/bcbsm/index.json,jsonreportfromcms@bcbsm.com
MI,15676,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
MI,29698,https://priorityhealth.stylelabs.cloud/api/public/content/index.json,jonathan.clifford@priorityhealth.com
MI,31256,https://dencap.com/json/cms-data-index.json,jchristian@dencap.com
MI,34930,https://cms.deltadental.com/index.json,support@deltadental.com
MI,35700,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
MI,58594,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
MI,62294,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
MI,63631,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
MI,66587,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
MI,71667,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
MI,74917,https://www.mclaren.org/Uploads/Public/Documents/HealthPlan/documents/CMSUploads/cms-data-index.json,Maria.Sergent@mclaren.org
MI,77739,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
MI,88507,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
MI,95233,https://portal.insuringsmiles.com/machinereadablefiles/cms/cms-data-index.json,ashton.macaulay@promedica.org
MI,98185,https://www.bcbsm.com/amslibs/content/dam/public/marketplace/individual/json/bcn/index.json,jsonreportfromcms@bcbsm.com
MO,29416,https://json.bestlife.com/cms/cms-data-index.json,Blacomble@bestlife.com
MO,30613,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
MO,32753,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
MO,34762,https://www.bluekc.com/cms-data/index.json,_ACA_JSON_Provider_Data_Errors@bluekc.com
MO,35853,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
MO,40519,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
MO,43512,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
MO,47840,https://www.medica.com/mrf/index/MO2.json,medicaqhpcertification@medica.com
MO,48786,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
MO,53461,https://esbgatewaypub.medica.com/rest/QHP/MO/53461/cms-data-index.json,medicaqhpcertification@medica.com
MO,58883,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
MO,69512,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
MO,82905,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
MO,95426,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
MO,96384,https://www.thinkinghealthforward.com/Index.json,sbutts@coxhealthplans.com
MO,99723,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
MS,11324,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
MS,20635,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
MS,48963,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
MS,49327,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
MS,49374,https://cms.deltadental.com/index.json,bperry@deltadental.com
MS,56766,https://www.cigna.com/sites/json/cms-data-index.json,IFPProviderJSONFileSupport@Cigna.com
MS,79975,https://www.molinahealthcare.com/cms/json/index.json,brooke.souders@molinahealthcare.com
MS,84254,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
MS,90714,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
MS,97560,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
MT,23603,https://enroll.pacificsource.com/MRF/MT/cms-data-index.json,ITWebandBusinessApplications@pacificsource.com
MT,30751,https://www.bcbsmt.com/aca-json/mt/index_mt.json,MRFCMSNotifications@bcbstx.com
MT,32225,https://rmm.mhc.coop/plans_providers/32225_MT_Index_2026.json,brussell@mhc.coop
MT,62818,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
MT,71788,https://cms.deltadental.com/index.json,bperry@deltadental.com
MT,93895,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
NC,11512,https://www.bcbsnc.com/cms-data-index.json,BCBSNC-WindowShoppingTool@bcbsnc.com
NC,17414,https://www.amerihealthcaritasnext.com/cms-data-index.json,PlanSupport@AmeriHealthCaritasNext.com
NC,32237,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
NC,54332,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
NC,55440,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
NC,56891,https://cms.deltadental.com/index.json,support@deltadental.com
NC,66759,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
NC,69803,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
NC,73943,https://www.cigna.com/sites/json/cms-data-index.json,IFPProviderJSONFileSupport@Cigna.com
NC,77264,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
NC,82612,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
NC,93383,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
NC,94482,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
ND,27882,https://cms.deltadental.com/index.json,support@deltadental.com
ND,37160,https://www.pfpdata.com/cms-data/37160-nd/37160-index.json,ND_JSON_Notification@thryvedigital.com
ND,73751,https://esbgatewaypub.medica.com/rest/QHP/ND/73751/cms-data-index.json,medicaqhpcertification@medica.com
ND,75329,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
ND,89364,https://tools.sanfordhealthplan.com/json/index.json,kylie.vandry@sanfordhealth.org
NE,13484,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
NE,20305,https://esbgatewaypub.medica.com/rest/QHP/NE/20305/cms-data-index.json,medicaqhpcertification@medica.com
NE,29678,https://cms.nebraskablue.com/cms-data-index.json,ACAMRFReports@nebraskablue.com
NE,45550,https://cms.deltadental.com/index.json,support@deltadental.com
NE,48282,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
NE,50022,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
NE,57424,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
NE,73102,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
NE,98048,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
NH,13219,https://connect.wellsense.org:8443/NHACA_MRF/data/cms-data-index.json,Subha.Sridhar@wellsense.org
NH,57601,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
NH,59025,https://www.harvardpilgrim.org/cmsjson/rest/index.json,srinivas.poodari@point32health.org
NH,72953,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
NH,75841,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
NH,87701,https://cms.deltadental.com/index.json,bperry@deltadental.com
NH,96751,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
OH,25945,https://portal.insuringsmiles.com/machinereadablefiles/cms/cms-data-index.json,ashton.macaulay@promedica.org
OH,29276,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
OH,29341,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
OH,31981,https://api.antidotehealth.ai/antidote-index-oh-2026.json,jike@antidotehealth.com
OH,33931,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
OH,34964,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
OH,41047,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
OH,44346,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
OH,45845,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
OH,47509,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
OH,52664,https://files.myplancentral.com/ACA/cms-data-index.json,JSONAdmGrp@summacare.com
OH,56726,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
OH,64353,https://www.molinahealthcare.com/cms/json/index.json,brooke.souders@molinahealthcare.com
OH,68158,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
OH,70455,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
OH,74313,https://www.myparamount.org/machinereadablefiles/cms-data-index.json,lindsey.sullivan@medmutual.com
OH,77552,https://caresource.com/vendor/cms/cms-data-index.json,CMSJSONPlanContacts@caresource.com
OH,86728,https://cms.deltadental.com/index.json,support@deltadental.com
OH,89819,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
OH,97596,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
OH,99969,https://providersearch.medmutual.com/cms-data-index.json,michael.evilsizer@medmutual.com
OK,12513,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
OK,13711,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
OK,21333,https://esbgatewaypub.medica.com/rest/QHP/OK/21333/cms-data-index.json,medicaqhpcertification@medica.com
OK,23468,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
OK,40254,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
OK,45480,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
OK,58944,https://static.mending.com/json/cms-data-index.json,frank@tarohealth.com
OK,62505,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
OK,81457,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
OK,87571,https://www.bcbsok.com/aca-json/ok/index_ok.json,MRFCMSNotifications@bcbstx.com
OK,91908,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
OK,98905,https://secure.ccok.com/json/index.json,ofryar@ccok.com
OR,10091,https://enroll.pacificsource.com/MRF/OR/cms-data-index.json,ITWebandBusinessApplications@pacificsource.com
OR,25486,https://www.dentalhealthservices.com/files/index.json,membercare@dentalhealthservices.com
OR,28415,https://cms.deltadental.com/index.json,nick.firth@modahealth.com
OR,39424,https://www.modahealth.com/cms-data-index.json,nick.firth@modahealth.com
OR,56707,https://www.providencehealthplan.com/cms-data-index.json,joe.rubin@providence.org
OR,63474,https://cms-machine-readable.cambiahealth.com/index.json,DL-MRDforCMS@regence.com
OR,68420,https://www.dentegra.com/hcx/cms-data-index.json,Jwatson@dentegra.com
OR,71287,https://healthy.kaiserpermanente.org/content/dam/kporg/data/or/cms-data-index.json,Sebastian.k.passanisi@kp.org
OR,77969,https://cms-machine-readable.cambiahealth.com/index.json,DL-MRDforCMS@regence.com
OR,98884,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
SC,26065,https://www.southcarolinablues.com/web/data/sc/bluecross-index.json,PROVDIR.DRUGFORM.ERRORS@bcbssc.com
SC,32126,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
SC,33764,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
SC,33863,https://www.instilhealth.com/web/data/sc/instil-index.json,PROVDIR.DRUGFORM.ERRORS@bcbssc.com
SC,42326,https://www.molinahealthcare.com/cms/json/index.json,brooke.souders@molinahealthcare.com
SC,47973,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
SC,73107,https://www.firstchoicenext.com/cms-data-index.json,PlanSupport@AmeriHealthCaritasNext.com
SC,79222,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
SC,84939,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
SC,89281,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
SC,97325,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
SD,31195,https://tools.sanfordhealthplan.com/json/index.json,kylie.vandry@sanfordhealth.org
SD,50305,https://public-cdn.wellmark.com/json/WSD/index.json,JSONSupport@wellmark.com
SD,60536,https://www.ahsecure.net/CMS/index.json,AHPCustomAppDev@avera.org
SD,61214,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
TN,14002,https://www.bcbst.com/cms-data-index.json,BCBST_CMSHelpDesk_TechNotifyListserv@bcbst.com
TN,23552,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
TN,24601,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
TN,28398,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
TN,29854,https://alliantplans.com/cms-data-index.json,json@alliantplans.com
TN,43878,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
TN,69443,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
TN,70111,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
TN,82120,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
TN,90402,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
TN,97536,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
TN,99248,https://www.cigna.com/sites/json/cms-data-index.json,IFPProviderJSONFileSupport@Cigna.com
TX,11718,https://providerdirectory.communityhealthchoice.org/him/index.json,Websupport@CommunityHealthChoice.org
TX,12846,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
TX,17933,https://www.modahealth.com/cms-data-index.json,nick.firth@modahealth.com
TX,20069,https://d3ul0st9g52g6o.cloudfront.net/ffm/cms-data-index.json,extproviderdataeng@hioscar.com
TX,23018,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
TX,23891,https://cms.deltadental.com/index.json,bperry@deltadental.com
TX,24349,https://cms.deltadental.com/index.json,bperry@deltadental.com
TX,26250,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
TX,27248,https://providerdirectory.communityhealthchoice.org/him/index.json,Websupport@CommunityHealthChoice.org
TX,29418,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
TX,33602,https://www.bcbstx.com/aca-json/tx/index_tx.json,MRFCMSNotifications@bcbstx.com
TX,33626,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
TX,34826,https://fm.formularynavigator.com/jsonFiles/publish/200/270/cms-data-index.json,johnny.tay@imperialhealthholdings.com
TX,37758,https://assets.harborhealth.com/qhp/mrf/index.json,harborifpsupport@harborhealth.com
TX,40220,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
TX,40540,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
TX,40788,https://my.firstcare.com/CMS/MachineReadableFormat/swhp/cms-data-index.json,HPMARKETPLACEMACHINEREADABLE@BSWHealth.org
